niat,Jawapan
bayaran_cajbalik,"Apabila seseorang mempertikaikan caj dengan bank mereka, proses pertikaian yang dipanggil caj balik dimulakan. Apakah caj balik? Caj balik ialah pertikaian pembayaran rasmi yang dimulakan oleh pengguna dengan bank mereka. Caj balik biasanya difailkan oleh seseorang apabila mereka menyedari apa yang mereka percaya sebagai caj yang tidak dibenarkan, tidak betul atau tidak dijangka pada akaun mereka. Jika anda telah memfailkan caj balik, anda perlu menghubungi bank anda untuk mendapatkan butiran lanjut tentang cara proses tertentu mereka berfungsi. Apakah yang berlaku apabila caj balik telah difailkan dan proses pertikaian bermula? Setelah caj balik difailkan, bank boleh mengambil masa sehingga 90 hari untuk menyelesaikannya. Anda boleh menyemak status proses ini, atau membatalkannya, dengan bekerjasama dengan bank anda. Semasa proses caj balik sedang berjalan, bank anda mungkin mendepositkan amaun yang dipertikaikan ke dalam akaun anda buat sementara waktu—perlu ambil perhatian bahawa jumlah ini datang terus daripada bank anda, bukan Airbnb. Jika telah ditentukan bahawa caj daripada Airbnb adalah sah, maka dana ini boleh diambil semula oleh bank. Adakah saya masih akan dibayar balik oleh Airbnb jika saya mempertikaikan caj? Apabila caj balik difailkan, Airbnb tidak lagi dapat menyelesaikan pertikaian dengan anda secara langsung dan sebarang bayaran balik yang anda terima akan datang daripada bank anda dan bukan daripada Airbnb."
bayaranbalik_cari,"Dalam kebanyakan kes, jumlah bayaran balik anda bergantung pada dasar pembatalan tempahan anda dan apabila anda membatalkan tempahan. Anda boleh mendapatkan jumlah bayaran balik dan dasar pembatalan khusus untuk tempahan anda dengan mula membatalkan penginapan anda atau Pengalaman anda. Anda juga boleh mengetahui tentang dasar pembatalan tempahan anda dengan pergi ke Trips dan memilih perjalanan anda, atau dengan menyemak e-mel pengesahan tempahan anda. Anda mungkin layak mendapat bayaran balik penuh atau bayaran balik yang lebih besar daripada bayaran balik standard dasar pembatalan Hos anda jika: Anda perlu membatalkan kerana keadaan yang mengurangkan Anda perlu membatalkan kerana alasan yang layak dilindungi oleh Polisi Tempahan Semula dan Bayaran Balik Airbnb Semasa anda kekal, anda mengalami isu yang diliputi oleh Dasar Tempahan Semula dan Bayaran Balik Airbnb sekiranya rancangan anda berubah disebabkan oleh COVID-19, semak sama ada Polisi Keadaan Meringankan terpakai pada tempahan anda. Bayaran balik untuk penginapan yang dibatalkan akibat COVID-19 memerlukan bukti penyakit atau pendedahan dalam tempoh 14 hari selepas daftar masuk. Cth: Ujian positif COVID-19 Nota doktor Notis daripada kerajaan tempatan yang mengatakan anda telah terdedah Tangkapan skrin pemberitahuan daripada aplikasi pengesanan kenalan Keputusan ujian positif daripada ahli isi rumah anda"
bayaranbalik_bila,"Berita baik—jika anda layak menerima bayaran balik, anda akan mendapatnya secara automatik dalam masa 10 hari. Mungkin lebih awal lagi. Kami akan menghantar bayaran balik anda sebaik sahaja anda membatalkan kaedah pembayaran yang anda gunakan semasa anda menempah tempahan, tetapi bank atau pengeluar kad kredit anda mungkin mengambil masa yang lebih lama untuk menyampaikannya kepada anda. Semuanya bergantung pada cara anda membayar dan tempat tinggal anda: Kredit Airbnb untuk Kerja 24 jam Kredit hadiah Airbnb Kredit Hongbao PayPal 1 hari perniagaan Alipay WeChat Bayar Sehingga 5 hari perniagaan iDEAL Sofort Überweisung Sehingga 15 hari perniagaan Kad kredit utama, termasuk kredit prabayar dan kad debit Kaedah pembayaran lain Apple Pay Google Pay Postepay Sehingga 2 penyata kad kredit Aura Elo Hipercard Kad kredit utama di Brazil sahaja Nota: Jika akaun kaedah pembayaran asal anda telah ditutup, bayaran balik yang dihantar oleh Airbnb tidak akan diproses. Jika ini berlaku, kami akan menghubungi anda dan anda akan mempunyai pilihan untuk mengemas kini kaedah pembayaran anda."
bayaranbalik_automatik,Bayaran balik yang layak akan diproses sebaik sahaja anda mengklik batal. Kami memproses bayaran balik secara automatik melalui kaedah pembayaran yang anda gunakan semasa anda menempah tempahan.
bayaranbalik_minta,"Jika anda ingin meminta bayaran balik sebelum atau selepas perjalanan anda, permintaan bayaran balik untuk sebarang jumlah boleh dikendalikan melalui chatbot kami. Anda hanya boleh klik pada arahan atau taip permintaan anda yang ingin anda buat dan borang akan muncul di sudut kanan skrin anda di bahagian bawah.

Kami mengesyorkan anda membincangkan sebarang jumlah bayaran balik dengan Hos anda melalui urutan mesej Airbnb anda sebelum menyerahkan permintaan di Pusat Penyelesaian. Walau bagaimanapun, jika anda dan Hos anda tidak dapat mencapai persetujuan, anda akan mempunyai pilihan untuk meminta bantuan Airbnb mencari penyelesaian. Isu mesti dilaporkan kepada Airbnb dengan 72 jam penemuan untuk layak di bawah Dasar Tempahan Semula dan Bayaran Balik kami

Jika anda mengalami isu semasa penginapan anda, kami akan membantu anda meminta Hos anda membetulkannya, meminta bayaran balik atau meminta untuk membatalkan bayaran balik penuh. Adalah penting untuk menyerahkan permintaan dalam masa 24 jam selepas menyedari isu perjalanan. Hos anda akan mempunyai 1 jam untuk membalas. Jika mereka menolak atau tidak membalas, anda boleh meminta Airbnb untuk membantu."
bayaranbalik_layak_perjalanan,"Beberapa isu perjalanan memerlukan sedikit bantuan tambahan. Jika anda mengalami mana-mana daripada ini, kemungkinan besar anda dilindungi oleh Dasar Tempahan Semula dan Bayaran Balik: Tiada akses kepada penyenaraian, contohnya, jika Hos memberikan kod peti kunci yang salah dan kini mereka tidak dapat dihubungi Space isn't safe atau bersih semasa ketibaan, seperti linen kotor, atau bahaya keselamatan Kemudahan utama hilang atau tidak berfungsi, sebagai contoh, kolam yang anda angan-angankan rosak Tempat tidak seperti yang diterangkan dalam perihalan penyenaraian, mungkin bilangan bilik atau katil adalah berbeza, atau ciri kebolehaksesan tiada Jika anda perlu menyerahkan tuntutan, pastikan anda: Mengumpul bukti: Dokumen isu dengan foto atau video Hubungi kami: Mesej atau hubungi Airbnb dalam masa 24 jam selepas menghadapi masalah Tetap berhubung: Kami akan menghubungi anda dengan langkah seterusnya yang khusus untuk anda"
bayaranbalik_cepat,"Malangnya, yang ini di luar tangan kami. Semuanya bergantung pada masa pemprosesan kaedah pembayaran anda."
bayaran balik_pembatalan,"Anda sudah bersedia untuk mengembara dan kini sesuatu telah muncul. Ketahui cara membatalkan penginapan atau Pengalaman anda. Dan sila ambil perhatian bahawa bayaran balik anda tertakluk pada dasar pembatalan Hos. Amaun bayaran balik anda juga mungkin dipengaruhi oleh: Yuran pembersihan: Sentiasa dikembalikan jika anda membatalkan sebelum daftar masuk. Yuran perkhidmatan Airbnb: Yuran perkhidmatan akan dikembalikan jika anda membatalkan tempahan semasa tempoh pembatalan percuma untuk tempahan anda. Yuran hartanah di tapak: Jika hotel atau Hos profesional lain mengutip yuran hartanah di tapak, sebarang bayaran balik yuran tersebut adalah mengikut budi bicara Hos."
bayaran_airbnb_servis,"Untuk membantu Airbnb berjalan lancar dan untuk menampung kos perkhidmatan seperti sokongan pelanggan 24/7, kami mengenakan bayaran perkhidmatan apabila tempahan disahkan. Terdapat 2 struktur yuran yang berbeza untuk penginapan: yuran split dan yuran Hos sahaja. 1. Split-fee Struktur yuran ini adalah yang paling biasa dan dibahagikan antara Hos dan tetamu. Yuran hos Kebanyakan Hos membayar yuran 3%, tetapi ada yang membayar lebih, termasuk: Hos Airbnb Plus Hos dengan penyenaraian di Itali Hos dengan polisi pembatalan Super Strict Yuran ini dikira daripada jumlah kecil tempahan (kadar setiap malam + yuran pembersihan + yuran tetamu tambahan, jika berkenaan—tidak termasuk yuran dan cukai Airbnb) dan ditolak secara automatik daripada pembayaran Hos. Untuk menyemak yuran perkhidmatan untuk tempahan: Pergi ke Sejarah transaksi Pilih kod tempahan Di Bawah Pembayaran, cari Yuran Perkhidmatan Airbnb Yuran tetamu Kebanyakan yuran perkhidmatan tetamu adalah di bawah 14.2% daripada jumlah kecil tempahan (kadar setiap malam + yuran pembersihan + yuran tetamu tambahan, jika berkenaan—tidak termasuk yuran dan cukai Airbnb). Yuran ini berbeza-beza berdasarkan pelbagai faktor dan ditunjukkan semasa daftar keluar sebelum anda menempah supaya anda tahu apa yang diharapkan. 2. Yuran hos sahaja Dengan struktur ini, keseluruhan yuran ditolak daripada pembayaran Hos. Biasanya 14–16%, walaupun Hos dan Hos Airbnb Plus dengan dasar pembatalan Super Strict mungkin membayar lebih. Yuran ini adalah wajib untuk penyenaraian hospitaliti tradisional–seperti hotel, pangsapuri servis, dsb., serta hos yang disambungkan dengan perisian (melainkan kebanyakan penyenaraian mereka berada di AS, Kanada, Bahamas, Mexico, Argentina, Taiwan atau Uruguay ). Semua Hos dengan sambungan API akan didaftarkan ke Yuran Hos Sahaja dan tidak akan dapat menarik diri. Caj VAT Bergantung pada undang-undang bidang kuasa yang terlibat, VAT boleh dikenakan di atas yuran di atas. Yuran perkhidmatan termasuk VAT jika berkenaan. Kami berhak untuk menukar yuran perkhidmatan kami pada bila-bila masa, dan akan memberi anda notis awal tentang sebarang perubahan yuran sebelum ia berkuat kuasa. Sebarang perubahan yuran tidak akan menjejaskan tempahan yang dibuat sebelum tarikh kuat kuasa perubahan yuran."
penentuan_harga,"Jumlah harga tempahan Airbnb anda adalah berdasarkan kadar setiap malam yang ditetapkan oleh Hos, serta yuran atau kos yang ditentukan oleh Hos atau Airbnb. Jenis yuran Yuran perkhidmatan Airbnb: Yuran perkhidmatan tetamu yang dikenakan oleh Airbnb—ini menyediakan sokongan komuniti 24/7 dan membantu semuanya berjalan lancar. Bayaran pembersihan: Dikenakan oleh beberapa Hos untuk menampung kos pembersihan ruang mereka. Bayaran tetamu tambahan: Dikenakan oleh beberapa Hos untuk setiap tetamu tambahan melebihi nombor yang ditetapkan. Deposit keselamatan: Hos yang mengurus penyenaraian mereka dengan perisian berkaitan API boleh menetapkan deposit keselamatan menggunakan ciri yuran luar talian kami. Ketahui lebih lanjut tentang deposit keselamatan. Cukai Nilai Ditambah (VAT, JCT dan GST): Dicaj kepada tetamu yang tinggal di negara tertentu—ketahui lebih lanjut tentang VAT. Cukai tempatan: Dicaj berdasarkan lokasi tempat Hos—ketahui lebih lanjut tentang cukai tempatan. Pembayaran Anda akan dicaj sebaik sahaja Hos menerima permintaan tempahan anda, atau serta-merta jika anda menggunakan tempah Segera. Anda mungkin boleh membahagikan jumlah kos tempahan anda pada pelbagai pembayaran jika tempahan anda memenuhi kriteria tertentu, atau anda boleh membayar jumlah penuh sekali gus."
bayaran_bayaran_perkhidmatan,"Jika anda perlu membatalkan (Tidak mengapa, perkara berlaku!), anda mungkin boleh menerima bayaran balik untuk keseluruhan tempahan anda, termasuk yuran perkhidmatan. Jadi bagaimana ia berfungsi? Paling penting: semak dasar pembatalan tempahan anda untuk mengetahui sama ada yuran perkhidmatan akan dikembalikan. Yuran perkhidmatan akan dikembalikan jika anda membatalkan sebelum tempoh pembatalan percuma tempahan anda tamat (atau bila-bila masa sebelum daftar masuk, untuk tempahan di Itali dan pengembara Korea Selatan dalam sesetengah kes) atau jika hos memutuskan untuk membayar balik anda sepenuhnya selepas anda membatalkannya. Bayaran balik untuk kadar setiap malam dan yuran lain Polisi pembatalan Hos anda masih terpakai pada sebarang bayaran lain yang berkaitan dengan tempahan anda."
penetapanharga_tepat,"Sama seperti merancang perjalanan pada bulan Julai sangat berbeza daripada satu pada bulan Februari, begitu juga harganya. Untuk melihat harga paling tepat bagi perjalanan anda, tambah tarikh semasa mencari tempat. kenapa? Kerana sesetengah Hos mempunyai harga tersuai yang mengatasi harga lalai atau minimum untuk tarikh atau tempoh masa tertentu (termasuk hari cuti, hujung minggu dan tempahan selama seminggu atau sebulan). Jika Hos anda mengemas kini harga untuk tempat mereka sebelum anda meminta perubahan, tempahan baharu anda akan menunjukkan harga ini."
harga_palang,"Berita baik! Anda ditawarkan tawaran hebat. Kami hanya memotong harga apabila harga yang ditawarkan adalah sekurang-kurangnya 10% lebih rendah daripada biasa untuk malam tertentu. Siapa yang tidak suka mengetahui mereka melakukan perkara yang baik? Jenis diskaun Diskaun mingguan atau bulanan: Hos kadangkala menawarkan diskaun pada harga setiap malam untuk penginapan yang sekurang-kurangnya 7 hari. Diskaun awal: Hos boleh menawarkan diskaun pada harga setiap malam apabila tetamu menempah beberapa hari sebelum perjalanan mereka. Sebagai contoh, Hos mungkin menetapkan diskaun 15% untuk penginapan yang ditempah sekurang-kurangnya 2 bulan lebih awal. Penurunan harga: Hos menurunkan harga mereka untuk tarikh tertentu yang mereka pilih. Cara kami mengira diskaun sebenar untuk penurunan harga Kami menjejaki semua harga Hos dari semasa ke semasa. Dengan melihat harga median sepanjang 30 hari sebelumnya, kami menghitung harga purata setiap Hos. Jika Hos menurunkan harga mereka sebanyak 10% atau lebih di bawah median untuk tarikh tertentu, kami menyerlahkan penjimatan dengan memotong harga asal. Cara ia berfungsi Katakan anda mencari malam pada bulan Jun. Kita dapat melihat bahawa sepanjang 30 hari yang lalu, Hos telah menukar harga untuk malam itu pada 4 kesempatan berbeza. Kami mengira harga median untuk malam ini dengan menambah 2 harga tengah bersama-sama, dan membahagikannya dengan 2. Harga 1: $90 Harga 2: $100 Harga 3: $125 Harga 4: $140 Harga median: ($100 + $125) / 2 = $112.50 Seterusnya, kami membandingkan harga median ini dengan harga semasa malam yang anda cari. Jika harga semasa adalah sekurang-kurangnya 10% kurang daripada median ($112.50 dalam contoh ini), kami menunjukkan kepada anda harga median yang dicoret, bersebelahan dengan harga diskaun. Cth: $112.50 $100"
harga_malam,"Jika anda menyerahkan permintaan pertukaran perjalanan kepada Hos anda dan mereka menerima, tempahan anda akan dikemas kini untuk mencerminkan perubahan pada kadar harian semasa Hos anda. Seperti mana-mana hotel atau B&B, Hos anda mungkin telah menaikkan (atau menurunkan, jika anda bernasib baik) harga sejak anda menempah tempahan anda pada asalnya."
bayaran_pembersihan,"Siapa yang tidak suka tiba di ruang yang bersih dan kemas? Yuran pembersihan ialah caj sekali sahaja untuk membersihkan ruang yang anda tinggal dan ditetapkan oleh Hos. Ia merupakan jumlah tambahan di atas kadar setiap malam apabila anda menempah penyenaraian. Yuran ini meliputi perbelanjaan tambahan yang ditanggung Hos apabila menyediakan tempat mereka untuk tetamu tiba atau selepas mereka keluar. Perkara yang perlu diketahui tentang bayaran pembersihan Dalam hasil carian penyenaraian, anda akan melihat kadar setiap malam yang termasuk yuran pembersihan dibahagikan dengan jumlah malam perjalanan. Apabila anda membuat permintaan perjalanan, kadar setiap malam dan bayaran pembersihan akan disenaraikan secara berasingan dalam pecahan harga. Yuran pembersihan adalah sebahagian daripada jumlah tempahan dan tidak dikembalikan kepada tetamu pada akhir perjalanan."
kupon_bagaimana,"Pastikan anda menggunakan kupon sebelum anda membuat tempahan dan ingat bahawa jika anda membatalkan tempahan, kupon tidak boleh digunakan lagi. Untuk menggunakan kupon anda: Klik Masukkan kupon (di bawah kaedah pembayaran anda) pada halaman pembayaran Pilih kupon atau masukkan kod kupon anda dan klik Guna Butiran tambahan Anda tidak boleh menggunakan kupon selepas anda menempah: Walaupun anda menghubungi Sokongan Airbnb, kami tidak boleh menggunakan kupon semasa atau tamat tempoh selepas anda menempah tempahan (masa hadapan atau masa lalu). Jika anda membatalkan, kupon tidak akan dikembalikan: Bayaran balik adalah berdasarkan dasar pembatalan hos dan kami tidak boleh memulihkan atau mengeluarkan semula kupon yang anda tebus pada masa lalu. Tarikh tamat tempoh tidak boleh dilaraskan: Setelah kupon tamat tempoh, tarikh tamat tempoh tidak boleh dilanjutkan atau mendapatkan kupon gantian. Kupon tamat tempoh tidak boleh digunakan untuk tempahan yang lalu. Hadkan satu kupon bagi setiap tempahan: Tiada cara untuk menggunakan pelbagai kupon."
